protein,base_setup,variant,alpha,anchor_positions,segment_metric,faithfulness,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
2FBQA,clean,ln_all,8.0,"[47, 37, 32]",0.008254936896264553,-0.0058620186888366675,0.15950679779052734,1.863823331782477e-11,0.08607635647058487,6.982696056365967,0.8865207938657665
2FBQA,clean,ln_all,10.0,"[47, 37, 32]",0.00710368761792779,-0.007291144735831508,0.15950679779052734,6.894043170536934e-14,0.0860288217663765,6.980098247528076,0.8861909769104405
2FBQA,clean,ln_all,12.0,"[47, 37, 32]",0.00569064961746335,-0.009045247387495903,0.15950679779052734,2.7316185215174626e-16,0.08592821657657623,6.978050708770752,0.8859310220634928
2FBQA,clean,ln_all,14.0,"[47, 37, 32]",0.004852939862757921,-0.010085154949480046,0.15950679779052734,1.143138480937178e-18,0.08580288290977478,6.976396560668945,0.8857210119647362
2FBQA,clean,ln_all,16.0,"[47, 37, 32]",0.004888263065367937,-0.010041305793729709,0.15950679779052734,5.001215570645867e-21,0.08567066490650177,6.9750261306762695,0.8855470226237657
2FBQA,clean,ln_all,32.0,"[47, 37, 32]",0.005501268897205591,-0.009280338887844132,0.15950679779052734,1.6140043608216097e-39,0.08486563712358475,6.96870756149292,0.8847448191591867
2FBQA,clean,k_only,0.0,"[47, 37, 32]",0.8185389041900635,1.0,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,k_only,0.5,"[47, 37, 32]",0.8184924125671387,0.9999422867049395,0.3296729326248169,0.3330202102661133,0.1579471081495285,6.056357383728027,0.7689131407721079
2FBQA,clean,k_only,1.0,"[47, 37, 32]",0.8184516429901123,0.9998916765846556,0.2756943106651306,0.269146203994751,0.12725743651390076,6.335209369659424,0.8043160971579258
2FBQA,clean,k_only,2.0,"[47, 37, 32]",0.8176588416099548,0.9989075169210653,0.20317499339580536,0.16706439852714539,0.07833428680896759,6.717331409454346,0.8528301856042877
2FBQA,clean,k_only,4.0,"[47, 37, 32]",0.815532922744751,0.9962684655173155,0.15663737058639526,0.05711701512336731,0.0804453045129776,6.998684883117676,0.888550730049511
2FBQA,clean,k_only,8.0,"[47, 37, 32]",0.8143879175186157,0.9948470906479395,0.15813496708869934,0.005993903614580631,0.08474300801753998,7.02125358581543,0.8914160451184511
2FBQA,clean,k_only,10.0,"[47, 37, 32]",0.8142907023429871,0.9947264106681398,0.15865126252174377,0.001970485784113407,0.08505985140800476,7.011185646057129,0.8901378227992962
2FBQA,clean,k_only,12.0,"[47, 37, 32]",0.8142580986022949,0.9946859373701935,0.1587328314781189,0.0006593151483684778,0.0851600170135498,7.0057573318481445,0.8894486458133505
2FBQA,clean,k_only,14.0,"[47, 37, 32]",0.8142457008361816,0.9946705471581774,0.1587684601545334,0.0002243084309156984,0.08519254624843597,7.003253936767578,0.8891308155975901
2FBQA,clean,k_only,16.0,"[47, 37, 32]",0.8142423629760742,0.9946664036395576,0.15877825021743774,7.744183676550165e-05,0.08520328253507614,7.002175331115723,0.888993876178914
2FBQA,clean,k_only,32.0,"[47, 37, 32]",0.8142409920692444,0.9946647018372674,0.1587819755077362,2.1874528854937125e-08,0.08520884066820145,7.001420021057129,0.8888979822623875
2FBQA,clean,v_only,0.0,"[47, 37, 32]",0.8185389041900635,1.0,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,0.5,"[47, 37, 32]",0.8137755393981934,0.9940869029640265,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,1.0,"[47, 37, 32]",0.8089767098426819,0.9881297810427183,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,2.0,"[47, 37, 32]",0.798944890499115,0.9756765838139212,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,4.0,"[47, 37, 32]",0.7784895300865173,0.9502839178497396,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,8.0,"[47, 37, 32]",0.7418854832649231,0.9048447608204861,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,10.0,"[47, 37, 32]",0.6844403147697449,0.8335340654608564,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,12.0,"[47, 37, 32]",0.5497757196426392,0.6663655085500524,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,14.0,"[47, 37, 32]",0.07915019243955612,0.08214520807933134,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,16.0,"[47, 37, 32]",0.049124009907245636,0.04487161290215025,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2FBQA,clean,v_only,32.0,"[47, 37, 32]",0.0071282838471233845,-0.007260611720556082,0.3991166353225708,0.40352439880371094,0.19182701408863068,5.718786716461182,0.7260552799235939
2HFSA,clean,clean_baseline,nan,"[114, 291, 290]",0.6437638401985168,1.0,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,corrupt,corrupt_baseline,nan,"[114, 290, 291]",0.08225049078464508,0.0,0.16700848937034607,0.18037833273410797,0.0796336755156517,7.476119041442871,0.8926667274497256
2HFSA,clean,corrupt_head_patch,nan,"[114, 291, 290]",0.5999017357826233,0.9218859098155396,0.16700848937034607,0.18037833273410797,0.0796336755156517,7.476119041442871,0.8926667274497256
2HFSA,clean,ln_all,0.0,"[114, 291, 290]",0.6437638401985168,1.0,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,ln_all,0.5,"[114, 291, 290]",0.6667646765708923,1.0409622253796542,0.08307488262653351,0.0782996118068695,0.05566486716270447,7.862645149230957,0.9388188812343822
2HFSA,clean,ln_all,1.0,"[114, 291, 290]",0.6207827925682068,0.9590730164219631,0.07272899150848389,0.014497754164040089,0.03077627345919609,8.019314765930176,0.9575256130633477
2HFSA,clean,ln_all,2.0,"[114, 291, 290]",0.6828219890594482,1.0695587182418758,0.07342332601547241,0.0005768993869423866,0.03126852214336395,8.009592056274414,0.9563646979732802
2HFSA,clean,ln_all,4.0,"[114, 291, 290]",0.6863616108894348,1.0758624362811375,0.07346177101135254,3.029451363545377e-06,0.03130051866173744,8.003576278686523,0.9556463995536483
2HFSA,clean,ln_all,8.0,"[114, 291, 290]",0.012678258121013641,-0.1239012976917708,0.0734618753194809,3.95418170429096e-10,0.031085863709449768,7.999324798583984,0.9551387625284868
2HFSA,clean,ln_all,10.0,"[114, 291, 290]",0.009359912946820259,-0.1298109437895122,0.0734618753194809,5.234329462922016e-12,0.0309907216578722,7.998387813568115,0.9550268842473695
2HFSA,clean,ln_all,12.0,"[114, 291, 290]",0.008998455479741096,-0.1304546639565509,0.0734618753194809,7.176401264690976e-14,0.030939817428588867,7.997995376586914,0.9549800263209778
2HFSA,clean,ln_all,14.0,"[114, 291, 290]",0.008197717368602753,-0.1318806997079256,0.0734618753194809,1.0104791776135687e-15,0.03091632016003132,7.997849941253662,0.9549626609898121
2HFSA,clean,ln_all,16.0,"[114, 291, 290]",0.00810636393725872,-0.1320433911763286,0.0734618753194809,1.4553586096464155e-17,0.030906083062291145,7.997791290283203,0.9549556579218337
2HFSA,clean,ln_all,32.0,"[114, 291, 290]",0.008977090939879417,-0.13049271209892183,0.0734618753194809,4.7910839893117073e-32,0.03089849092066288,7.997574806213379,0.9549298091993771
2HFSA,clean,k_only,0.0,"[114, 291, 290]",0.6437638401985168,1.0,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,k_only,0.5,"[114, 291, 290]",0.6565263271331787,1.0227287328929646,0.18354900181293488,0.2469484508037567,0.17423951625823975,7.100330352783203,0.8477966475247131
2HFSA,clean,k_only,1.0,"[114, 291, 290]",0.6595286726951599,1.0280756147883199,0.1453804224729538,0.20101100206375122,0.14284969866275787,7.335002899169922,0.8758171181517962
2HFSA,clean,k_only,2.0,"[114, 291, 290]",0.6221225261688232,0.9614589500814475,0.10009129345417023,0.12549462914466858,0.08963838964700699,7.681788921356201,0.9172242094292765
2HFSA,clean,k_only,4.0,"[114, 291, 290]",0.461183100938797,0.6748416766042974,0.07398742437362671,0.04145261272788048,0.02983591891825199,7.9734978675842285,0.9520549643910012
2HFSA,clean,k_only,8.0,"[114, 291, 290]",0.37642714381217957,0.5238996603279457,0.07300671935081482,0.003992960788309574,0.031075799837708473,8.020090103149414,0.9576181902058907
2HFSA,clean,k_only,10.0,"[114, 291, 290]",0.37094178795814514,0.5141307815296763,0.073154516518116,0.0013213134370744228,0.031161805614829063,8.014747619628906,0.9569802847292297
2HFSA,clean,k_only,12.0,"[114, 291, 290]",0.36930131912231445,0.5112092680206153,0.07320523262023926,0.0004632087075151503,0.031188901513814926,8.01154899597168,0.9565983613146062
2HFSA,clean,k_only,14.0,"[114, 291, 290]",0.36879757046699524,0.5103121412544483,0.07322283089160919,0.00017151293286588043,0.03119795024394989,8.009988784790039,0.9564120683192799
2HFSA,clean,k_only,16.0,"[114, 291, 290]",0.3686390817165375,0.5100298883914965,0.07322901487350464,6.665442924713716e-05,0.03120115026831627,8.00926685333252,0.9563258679540831
2HFSA,clean,k_only,32.0,"[114, 291, 290]",0.36856013536453247,0.5098892927100449,0.07323247194290161,8.986800992261124e-08,0.03120313584804535,8.008652687072754,0.9562525350146027
2HFSA,clean,v_only,0.0,"[114, 291, 290]",0.6437638401985168,1.0,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,0.5,"[114, 291, 290]",0.6533558368682861,1.0170824018338687,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,1.0,"[114, 291, 290]",0.6646342873573303,1.0371682119055563,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,2.0,"[114, 291, 290]",0.6876710653305054,1.0781944457381476,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,4.0,"[114, 291, 290]",0.43444931507110596,0.6272314356445825,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,8.0,"[114, 291, 290]",0.07395638525485992,-0.014770985477803596,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,10.0,"[114, 291, 290]",0.03308626636862755,-0.0875566439646305,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,12.0,"[114, 291, 290]",0.014554912224411964,-0.12055916147122102,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,14.0,"[114, 291, 290]",0.011301623657345772,-0.12635294815583342,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,16.0,"[114, 291, 290]",0.010528774000704288,-0.1277293173150853,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2HFSA,clean,v_only,32.0,"[114, 291, 290]",0.009441605769097805,-0.12966545691486742,0.22993077337741852,0.2970181405544281,0.20745307207107544,6.828708648681641,0.8153643579423011
2PKEA,clean,clean_baseline,nan,"[131, 183, 16]",0.6155218482017517,1.0,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,corrupt,corrupt_baseline,nan,"[131, 183, 16]",0.018207404762506485,0.0,0.5101820230484009,0.5129289627075195,0.2748464047908783,5.144665718078613,0.6453788633606434
2PKEA,clean,corrupt_head_patch,nan,"[131, 183, 16]",0.5672004818916321,0.9191022972223933,0.5101820230484009,0.5129289627075195,0.2748464047908783,5.144665718078613,0.6453788633606434
2PKEA,clean,ln_all,0.0,"[131, 183, 16]",0.6155218482017517,1.0,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,ln_all,0.5,"[131, 183, 16]",0.659604549407959,1.0738014988426963,0.2126924991607666,0.17413917183876038,0.09196311235427856,6.6801910400390625,0.8380047094804239
2PKEA,clean,ln_all,1.0,"[131, 183, 16]",0.49498385190963745,0.7982000977607793,0.1466689109802246,0.03613396733999252,0.1146007552742958,6.993705749511719,0.8773339444461258
2PKEA,clean,ln_all,2.0,"[131, 183, 16]",0.06405054032802582,0.07674874778108758,0.14901837706565857,0.0011661997996270657,0.12128422409296036,6.962270259857178,0.8733904811203862
2PKEA,clean,ln_all,4.0,"[131, 183, 16]",0.0467681922018528,0.047815330355813375,0.14912481606006622,2.5189572170347674e-06,0.12347756326198578,6.944999694824219,0.8712239540336214
2PKEA,clean,ln_all,8.0,"[131, 183, 16]",0.7098158001899719,1.1578631707703066,0.14912520349025726,5.508495395933899e-11,0.12537573277950287,6.9363813400268555,0.8701428140086018
2PKEA,clean,ln_all,10.0,"[131, 183, 16]",0.05520658940076828,0.061942558136090176,0.14912520349025726,3.8346675010694775e-13,0.1256621927022934,6.935183525085449,0.8699925526529059
2PKEA,clean,ln_all,12.0,"[131, 183, 16]",0.022900676354765892,0.007857287972539668,0.14912520349025726,3.090420036848049e-15,0.12576790153980255,6.934763431549072,0.8699398535070586
2PKEA,clean,ln_all,14.0,"[131, 183, 16]",0.015282182954251766,-0.004897289594090072,0.14912520349025726,2.7312939689323213e-17,0.12578025460243225,6.9347333908081055,0.8699360850096826
2PKEA,clean,ln_all,16.0,"[131, 183, 16]",0.0164959654211998,-0.0028652234348335534,0.14912520349025726,2.5565371339204376e-19,0.12574222683906555,6.934910774230957,0.8699583370894273
2PKEA,clean,ln_all,32.0,"[131, 183, 16]",0.006316788494586945,-0.019906795153747145,0.14912520349025726,2.8652456691989883e-35,0.12495669722557068,6.93829345703125,0.8703826818574637
2PKEA,clean,k_only,0.0,"[131, 183, 16]",0.6155218482017517,1.0,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,k_only,0.5,"[131, 183, 16]",0.5765776634216309,0.9348012002591363,0.4244837164878845,0.4417265057563782,0.23675107955932617,5.501338005065918,0.6901220532552197
2PKEA,clean,k_only,1.0,"[131, 183, 16]",0.5342312455177307,0.8639065176191586,0.37077993154525757,0.3775826394557953,0.2012464553117752,5.829660415649414,0.731308858340262
2PKEA,clean,k_only,2.0,"[131, 183, 16]",0.42379921674728394,0.6790256228351718,0.28168731927871704,0.2594279944896698,0.13648319244384766,6.363707542419434,0.7983030512660901
2PKEA,clean,k_only,4.0,"[131, 183, 16]",0.1283261924982071,0.1843564791463161,0.15516632795333862,0.09892495721578598,0.1036563292145729,6.896628379821777,0.8651559554490226
2PKEA,clean,k_only,8.0,"[131, 183, 16]",0.01688249595463276,-0.002218109443738048,0.14833319187164307,0.009941427037119865,0.11771808564662933,6.996455669403076,0.8776789114995887
2PKEA,clean,k_only,10.0,"[131, 183, 16]",0.0151065019890666,-0.0051914076538738295,0.1488586813211441,0.003099289257079363,0.11869015544652939,6.982744216918945,0.8759588616257677
2PKEA,clean,k_only,12.0,"[131, 183, 16]",0.014723432250320911,-0.005832727720638049,0.14903999865055084,0.0009891283698379993,0.11896593123674393,6.9748406410217285,0.8749673879113327
2PKEA,clean,k_only,14.0,"[131, 183, 16]",0.014628894627094269,-0.00599099883606983,0.14909452199935913,0.0003243943792767823,0.1190459206700325,6.971221923828125,0.8745134335210553
2PKEA,clean,k_only,16.0,"[131, 183, 16]",0.01460352260619402,-0.0060334756607623,0.14911383390426636,0.00010921689681708813,0.11906981468200684,6.969694137573242,0.8743217785116405
2PKEA,clean,k_only,32.0,"[131, 183, 16]",0.01459245290607214,-0.00605200811087039,0.14912520349025726,3.602596621021803e-08,0.11908070743083954,6.968653202056885,0.8741911970866865
2PKEA,clean,v_only,0.0,"[131, 183, 16]",0.6155218482017517,1.0,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,0.5,"[131, 183, 16]",0.6848605871200562,1.1160841491109148,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,1.0,"[131, 183, 16]",0.772551953792572,1.2628935350812296,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,2.0,"[131, 183, 16]",0.9084985852241516,1.4904899592507501,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,4.0,"[131, 183, 16]",0.9712547659873962,1.5955538522346602,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,8.0,"[131, 183, 16]",0.9613063931465149,1.578898683503765,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,10.0,"[131, 183, 16]",0.9225965142250061,1.5140921492793067,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,12.0,"[131, 183, 16]",0.8837451934814453,1.4490488188018769,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,14.0,"[131, 183, 16]",0.7416223287582397,1.2111123913736637,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,16.0,"[131, 183, 16]",0.14771051704883575,0.21680894160313646,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2PKEA,clean,v_only,32.0,"[131, 183, 16]",0.009367153979837894,-0.01479999501061414,0.4932025671005249,0.5065706372261047,0.27289867401123047,5.144152641296387,0.6453144998181558
2QY6A,clean,clean_baseline,nan,"[64, 176, 56]",0.5565283298492432,1.0,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,corrupt,corrupt_baseline,nan,"[176, 56, 64]",0.031690217554569244,0.0,0.22558727860450745,0.27340784668922424,0.15233612060546875,6.662075996398926,0.8321744238017956
2QY6A,clean,corrupt_head_patch,nan,"[64, 176, 56]",0.10534965246915817,0.14034696259488172,0.22558727860450745,0.27340784668922424,0.15233612060546875,6.662075996398926,0.8321744238017956
2QY6A,clean,ln_all,0.0,"[64, 176, 56]",0.5565283298492432,1.0,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,ln_all,0.5,"[64, 176, 56]",0.1689908802509308,0.26160573990341834,0.18121391534805298,0.17066961526870728,0.11838456988334656,6.98300838470459,0.8722627874683105
2QY6A,clean,ln_all,1.0,"[64, 176, 56]",0.08430103957653046,0.10024199994154104,0.12089723348617554,0.0334128737449646,0.0661817118525505,7.385097503662109,0.9224886151331875
2QY6A,clean,ln_all,2.0,"[64, 176, 56]",0.0969109982252121,0.12426837751070982,0.12301221489906311,0.0008400558144785464,0.07115161418914795,7.378440856933594,0.9216571188910628
2QY6A,clean,ln_all,4.0,"[64, 176, 56]",0.10724453628063202,0.14395737839183884,0.1231192797422409,7.00848261203646e-07,0.07348666340112686,7.364778995513916,0.9199505860233612
2QY6A,clean,ln_all,8.0,"[64, 176, 56]",0.08788364380598068,0.1070681128809892,0.12311939895153046,1.544824164423364e-12,0.07669779658317566,7.352261543273926,0.918387003799005
2QY6A,clean,ln_all,10.0,"[64, 176, 56]",0.16575291752815247,0.25543628946350755,0.12311939895153046,3.880881347621129e-15,0.07750555127859116,7.349189758300781,0.9180033004471592
2QY6A,clean,ln_all,12.0,"[64, 176, 56]",0.153970405459404,0.23298648676676076,0.12311939895153046,1.273178200868144e-17,0.07792262732982635,7.347644329071045,0.9178102575158751
2QY6A,clean,ln_all,14.0,"[64, 176, 56]",0.11619257181882858,0.16100651283650474,0.12311939895153046,4.903325045940038e-20,0.07812873274087906,7.346899032592773,0.9177171609093965
2QY6A,clean,ln_all,16.0,"[64, 176, 56]",0.10982151329517365,0.1488674200869335,0.12311939895153046,2.0617244527233718e-22,0.07823124527931213,7.346534252166748,0.9176715953918302
2QY6A,clean,ln_all,32.0,"[64, 176, 56]",0.01251533068716526,-0.036534859832431744,0.12311939895153046,5.037667979247717e-41,0.07821580767631531,7.346477508544922,0.917664507422431
2QY6A,clean,k_only,0.0,"[64, 176, 56]",0.5565283298492432,1.0,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,k_only,0.5,"[64, 176, 56]",0.49632716178894043,0.8852957385333663,0.4187030792236328,0.4402196705341339,0.29082053899765015,5.638432502746582,0.7043088853466579
2QY6A,clean,k_only,1.0,"[64, 176, 56]",0.39179766178131104,0.6861305148978148,0.3525417447090149,0.37452661991119385,0.250143826007843,6.009830951690674,0.7507010745708566
2QY6A,clean,k_only,2.0,"[64, 176, 56]",0.1945919692516327,0.3103847603308221,0.2472359538078308,0.25535616278648376,0.17408722639083862,6.616574287414551,0.82649070622239
2QY6A,clean,k_only,4.0,"[64, 176, 56]",0.06446853280067444,0.06245414438900654,0.14184948801994324,0.09488261491060257,0.06678368151187897,7.2488226890563965,0.9054662312119436
2QY6A,clean,k_only,8.0,"[64, 176, 56]",0.03717311844229698,0.010446842100996898,0.12220709025859833,0.008123036473989487,0.06827694922685623,7.4010467529296875,0.9244808705992752
2QY6A,clean,k_only,10.0,"[64, 176, 56]",0.03596149757504463,0.008138280967822032,0.1228451281785965,0.0022734373342245817,0.0689152404665947,7.391994476318359,0.9233501310104146
2QY6A,clean,k_only,12.0,"[64, 176, 56]",0.03564945235848427,0.007543725791186606,0.12296459823846817,0.0006425217143259943,0.06908681988716125,7.386409759521484,0.9226525318708899
2QY6A,clean,k_only,14.0,"[64, 176, 56]",0.035566091537475586,0.007384894298092067,0.12301470339298248,0.00018403658759780228,0.06913316249847412,7.38398551940918,0.9223497147580704
2QY6A,clean,k_only,16.0,"[64, 176, 56]",0.03554348647594452,0.0073418237569070266,0.12302844971418381,5.342423537513241e-05,0.06914583593606949,7.383053779602051,0.9222333291092801
2QY6A,clean,k_only,32.0,"[64, 176, 56]",0.035534732043743134,0.007325143504470499,0.12303368747234344,4.076668336239209e-09,0.06915076076984406,7.382534980773926,0.9221685248176303
2QY6A,clean,v_only,0.0,"[64, 176, 56]",0.5565283298492432,1.0,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,0.5,"[64, 176, 56]",0.580496609210968,1.0456679475065784,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,1.0,"[64, 176, 56]",0.594508945941925,1.072366345360524,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,2.0,"[64, 176, 56]",0.6103454828262329,1.1025404819434563,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,4.0,"[64, 176, 56]",0.6005195379257202,1.0838186233925364,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,8.0,"[64, 176, 56]",0.2796475887298584,0.4724454367293963,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,10.0,"[64, 176, 56]",0.020534511655569077,-0.02125551791623075,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,12.0,"[64, 176, 56]",0.012284073047339916,-0.036975486445492006,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,14.0,"[64, 176, 56]",0.01180933602154255,-0.03788002636871089,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,16.0,"[64, 176, 56]",0.011652404442429543,-0.0381790358640901,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2QY6A,clean,v_only,32.0,"[64, 176, 56]",0.008891968987882137,-0.04343862999394159,0.4915844202041626,0.5074802041053772,0.33154624700546265,5.233577728271484,0.6537375936270301
2XD3A,clean,clean_baseline,nan,"[317, 94, 135]",0.8758501410484314,1.0,0.12381820380687714,0.16116902232170105,0.137652188539505,7.843198776245117,0.9014715382593179
2XD3A,corrupt,corrupt_baseline,nan,"[317, 94, 135]",0.013050857000052929,0.0,0.12817370891571045,0.16828420758247375,0.1357044130563736,7.828612327575684,0.89979501969911
2XD3A,clean,corrupt_head_patch,nan,"[317, 94, 135]",0.8711985945701599,0.9946087733679544,0.12817370891571045,0.16828420758247375,0.1357044130563736,7.828612327575684,0.89979501969911
2XD3A,clean,ln_all,0.0,"[317, 94, 135]",0.8758501410484314,1.0,0.12381820380687714,0.16116902232170105,0.137652188539505,7.843198776245117,0.9014715382593179
2XD3A,clean,ln_all,0.5,"[317, 94, 135]",0.014385144226253033,0.0015464630660556834,0.03495212644338608,0.03034530207514763,0.025707591325044632,8.46631145477295,0.973090065450374
2XD3A,clean,ln_all,1.0,"[317, 94, 135]",0.011998457834124565,-0.0012197496977400762,0.024057136848568916,0.005450297147035599,0.008557797409594059,8.517505645751953,0.978974157822425
2XD3A,clean,ln_all,2.0,"[317, 94, 135]",0.01184365525841713,-0.001399168687265751,0.024163145571947098,0.00024044248857535422,0.008606534451246262,8.511737823486328,0.9783112232521644
2XD3A,clean,ln_all,4.0,"[317, 94, 135]",0.011466797441244125,-0.001835953724226761,0.024167977273464203,1.1388052598704235e-06,0.008659611456096172,8.509441375732422,0.9780472770806716
2XD3A,clean,ln_all,8.0,"[317, 94, 135]",0.0059599485248327255,-0.008218491376057523,0.024167990311980247,7.743195667986313e-11,0.008866110816597939,8.508131980895996,0.9778967795335539
2XD3A,clean,ln_all,10.0,"[317, 94, 135]",0.007146329618990421,-0.0068434541963892405,0.024167990311980247,7.214011289377598e-13,0.00895489938557148,8.507589340209961,0.9778344101931971
2XD3A,clean,ln_all,12.0,"[317, 94, 135]",0.007383567281067371,-0.006568491448432616,0.024167990311980247,6.8933684240911515e-15,0.009027310647070408,8.507102966308594,0.9777785079724906
2XD3A,clean,ln_all,14.0,"[317, 94, 135]",0.007288698572665453,-0.0066784460000367625,0.024167990311980247,6.696309623514007e-17,0.009084740653634071,8.506681442260742,0.9777300593812116
2XD3A,clean,ln_all,16.0,"[317, 94, 135]",0.007274206727743149,-0.006695242310824489,0.024167990311980247,6.587668983311727e-19,0.009130606427788734,8.506325721740723,0.9776891740315576
2XD3A,clean,ln_all,32.0,"[317, 94, 135]",0.007169352378696203,-0.006816770400828173,0.024167990311980247,7.882579852604319e-35,0.009366839192807674,8.50487995147705,0.9775230019402026
2XD3A,clean,k_only,0.0,"[317, 94, 135]",0.8758501410484314,1.0,0.12381820380687714,0.16116902232170105,0.137652188539505,7.843198776245117,0.9014715382593179
2XD3A,clean,k_only,0.5,"[317, 94, 135]",0.8565303683280945,0.9776080334354408,0.09367629140615463,0.12356603890657425,0.10556009411811829,8.051651000976562,0.9254303531565473
