protein,n_res,anchor_pos,radius_int,jump_from_radius,jump_to_radius,jump_from_alpha_norm,jump_to_alpha_norm,max_jump_alpha_norm,steering_mode,alpha,n_visible,P_L5_visible,P_L2_visible,P_L_visible,full_P_L5_visible,full_P_L2_visible,full_P_L_visible,delta_vs_full_P_L5_visible,delta_vs_full_P_L2_visible,delta_vs_full_P_L_visible,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
1HDKA,141,89,20,15,20,-0.1475652203015804,0.8790956410723837,1.026660861373964,direct,32.0,41,0.0,0.0,0.04878048780487805,0.5,0.3,0.14634146341463414,-0.5,-0.3,-0.09756097560975609,0.08005945384502411,3.576636365284126e-39,0.034508418291807175,6.790118217468262,0.9510567096330041
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,0.0,61,0.5833333333333334,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,0.0,0.0,0.0,0.8583868741989136,0.8596511483192444,0.8596511483192444,1.5537751913070679,0.20609397284717887
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,0.5,61,0.5833333333333334,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,0.0,0.0,0.0,0.5421421527862549,0.6225547194480896,0.6225547194480896,3.6345925331115723,0.4820952342529837
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,1.0,61,0.5,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.08333333333333337,0.0,0.0,0.21371892094612122,0.30947306752204895,0.30947306752204895,5.929832458496094,0.7865376770892807
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,2.0,61,0.5,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.08333333333333337,0.0,0.0,0.040505602955818176,0.010874257422983646,0.010874257422983646,7.464441776275635,0.9900894732815139
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,4.0,61,0.5,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.08333333333333337,0.0,0.0,0.038035668432712555,8.629829608253203e-06,0.010805673897266388,7.459783554077148,0.9894716029971496
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,8.0,61,0.5,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.08333333333333337,0.0,0.0,0.03803575783967972,3.559445793666072e-11,0.01079585961997509,7.459085464477539,0.9893790078393742
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,10.0,61,0.5,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.08333333333333337,0.0,0.0,0.038011010736227036,8.32963865525678e-14,0.010791410692036152,7.459053993225098,0.9893748334675072
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,12.0,61,0.5,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.08333333333333337,0.0,0.0,0.038011010736227036,2.0204098219844515e-16,0.010788893327116966,7.459094047546387,0.9893801463044287
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,14.0,61,0.5,0.23333333333333334,0.11475409836065574,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.08333333333333337,0.0,0.0,0.038011010736227036,5.048386158999814e-19,0.010787724517285824,7.459142208099365,0.9893865343583463
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,16.0,61,0.4166666666666667,0.2,0.09836065573770492,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.16666666666666669,-0.033333333333333326,-0.016393442622950824,0.038011010736227036,1.2957485412023408e-21,0.010787232778966427,7.45918083190918,0.9893916574510921
1KMVA,186,111,30,20,30,-0.01784450852289453,0.9600536987472835,0.9778982072701781,direct,32.0,61,0.0,0.0,0.04918032786885246,0.5833333333333334,0.23333333333333334,0.11475409836065574,-0.5833333333333334,-0.23333333333333334,-0.06557377049180328,0.038011010736227036,5.193212108787772e-42,0.010786914266645908,7.45926570892334,0.9894029156055211
1S3CA,141,5,60,40,60,0.4440136108811799,1.0432257882459177,0.5992121773647379,direct,0.0,66,0.7692307692307693,0.45454545454545453,0.2878787878787879,0.6923076923076923,0.45454545454545453,0.2878787878787879,0.07692307692307698,0.0,0.0,0.8584926128387451,0.8007922768592834,0.8007922768592834,2.010795831680298,0.2816417632467476
1S3CA,141,5,60,40,60,0.4440136108811799,1.0432257882459177,0.5992121773647379,direct,0.5,66,0.7692307692307693,0.45454545454545453,0.2878787878787879,0.6923076923076923,0.45454545454545453,0.2878787878787879,0.07692307692307698,0.0,0.0,0.5599082708358765,0.5190014839172363,0.5190014839172363,4.1356611251831055,0.5792606455297192
1S3CA,141,5,60,40,60,0.4440136108811799,1.0432257882459177,0.5992121773647379,direct,1.0,66,0.7692307692307693,0.48484848484848486,0.2878787878787879,0.6923076923076923,0.45454545454545453,0.2878787878787879,0.07692307692307698,0.03030303030303033,0.0,0.24363765120506287,0.17951002717018127,0.17951002717018127,6.082749843597412,0.8519792832015544
1S3CA,141,5,60,40,60,0.4440136108811799,1.0432257882459177,0.5992121773647379,direct,2.0,66,0.7692307692307693,0.48484848484848486,0.2878787878787879,0.6923076923076923,0.45454545454545453,0.2878787878787879,0.07692307692307698,0.03030303030303033,0.0,0.11486533284187317,0.007314550224691629,0.036566998809576035,6.625548362731934,0.9280062619769291
1S3CA,141,5,60,40,60,0.4440136108811799,1.0432257882459177,0.5992121773647379,direct,4.0,66,0.6923076923076923,0.48484848484848486,0.2878787878787879,0.6923076923076923,0.45454545454545453,0.2878787878787879,0.0,0.03030303030303033,0.0,0.11646367609500885,2.1501480659935623e-05,0.03699491173028946,6.610344886779785,0.9258767898011964
1S3CA,141,5,60,40,60,0.4440136108811799,1.0432257882459177,0.5992121773647379,direct,8.0,66,0.6923076923076923,0.48484848484848486,0.2878787878787879,0.6923076923076923,0.45454545454545453,0.2878787878787879,0.0,0.03030303030303033,0.0,0.11646634340286255,6.996794810198992e-10,0.037682998925447464,6.6079535484313965,0.9255418474175149
1S3CA,141,5,60,40,60,0.4440136108811799,1.0432257882459177,0.5992121773647379,direct,10.0,66,0.7692307692307693,0.48484848484848486,0.2878787878787879,0.6923076923076923,0.45454545454545453,0.2878787878787879,0.07692307692307698,0.03030303030303033,0.0,0.11646634340286255,4.834052429181224e-12,0.03802823647856712,6.607240676879883,0.9254419991894782
1S3CA,141,5,60,40,60,0.4440136108811799,1.0432257882459177,0.5992121773647379,direct,12.0,66,0.6923076923076923,0.42424242424242425,0.25757575757575757,0.6923076923076923,0.45454545454545453,0.2878787878787879,0.0,-0.030303030303030276,-0.03030303030303033,0.11646634340286255,3.568319413820714e-14,0.03825238347053528,6.60689640045166,0.9253937781723262
