protein,context,alpha,layer,head,label,context_metric,delta_metric_from_context_baseline,clean_top3_mass,ablated_top3_mass,delta_top3_mass,clean_entropy_norm,ablated_entropy_norm,clean_cos_to_clean_l10h9,ablated_cos_to_clean_l10h9,delta_cos_to_clean_l10h9,clean_anchor_mass_to_clean_l10h9_top3,ablated_anchor_mass_to_clean_l10h9_top3,delta_anchor_mass_to_clean_l10h9_top3,keydist_jsd,is_known_anchor_head
2B61A,full,2.0,24,11,L24H11,1.0032891035079956,0.0032891035079956055,0.0560046061873436,0.05644337087869644,0.00043876469135284424,0.949920902861656,0.9497838425968619,0.0714966282248497,0.07154162973165512,4.500150680541992e-05,0.008826857432723045,0.00885081384330988,2.3956410586833954e-05,7.984448439021312e-06,False
2B61A,full,2.0,24,12,L24H12,1.0032891035079956,0.0032891035079956055,0.033902607858181,0.03364558517932892,-0.0002570226788520813,0.9738450506592354,0.9738896231030709,0.03170766308903694,0.03195105865597725,0.00024339556694030762,0.0027787687722593546,0.00279519846662879,1.642969436943531e-05,9.39264049165946e-06,False
2B61A,full,2.0,24,13,L24H13,1.0032891035079956,0.0032891035079956055,0.0887521356344223,0.08894596248865128,0.0001938268542289734,0.9207070088607923,0.9208680268141479,0.05708073824644089,0.057084206491708755,3.468245267868042e-06,0.0067323194816708565,0.006737405434250832,5.085952579975128e-06,1.2123382156081213e-05,False
2B61A,full,2.0,24,14,L24H14,1.0032891035079956,0.0032891035079956055,0.07185232639312744,0.07181015610694885,-4.217028617858887e-05,0.9283163050412744,0.9284270118486507,0.07693707942962646,0.07674989104270935,-0.00018718838691711426,0.010397969745099545,0.010360079817473888,-3.788992762565613e-05,9.819904588524717e-06,False
2B61A,full,2.0,24,15,L24H15,1.0032891035079956,0.0032891035079956055,0.08622492849826813,0.08664809167385101,0.00042316317558288574,0.9316061414052157,0.9315232923752365,0.03457726538181305,0.03429009020328522,-0.00028717517852783203,0.005063760094344616,0.005019398406147957,-4.436168819665909e-05,8.408524897961852e-06,False
2B61A,full,2.0,24,16,L24H16,1.0032891035079956,0.0032891035079956055,0.059552714228630066,0.059643566608428955,9.085237979888916e-05,0.9464517181268316,0.9463776164389551,0.0452142171561718,0.04504449665546417,-0.00016972050070762634,0.00869419053196907,0.00866168923676014,-3.250129520893097e-05,1.0537085596213444e-05,False
2B61A,full,2.0,24,17,L24H17,1.0032891035079956,0.0032891035079956055,0.055486854165792465,0.055770955979824066,0.00028410181403160095,0.9459418093693539,0.9457326531766559,0.1056075468659401,0.1050037145614624,-0.0006038323044776917,0.011400970630347729,0.011339753866195679,-6.121676415205002e-05,8.041343681877174e-06,False
2B61A,full,2.0,24,18,L24H18,1.0032891035079956,0.0032891035079956055,0.21660912036895752,0.21814805269241333,0.0015389323234558105,0.7862562377910663,0.7850641477806867,0.018005620688199997,0.017798535525798798,-0.00020708516240119934,0.006020018830895424,0.006003817077726126,-1.6201753169298172e-05,1.597363653936979e-05,False
2B61A,full,2.0,24,19,L24H19,1.0032891035079956,0.0032891035079956055,0.06627186387777328,0.0660722628235817,-0.00019960105419158936,0.9340159505811804,0.9343456195188985,0.05198783427476883,0.052524592727422714,0.0005367584526538849,0.01124187558889389,0.011275174096226692,3.329850733280182e-05,1.390296899805415e-05,False
2B61A,full,2.0,25,0,L25H0,1.0032891035079956,0.0032891035079956055,0.09684433043003082,0.09618532657623291,-0.0006590038537979126,0.9000816119159212,0.9000408281298118,0.2424609214067459,0.24363766610622406,0.0011767446994781494,0.036634042859077454,0.03678961843252182,0.00015557557344436646,1.1813088325495562e-05,False
