feature,coefficient,abs_coefficient
aa_14_Q,-0.135614,0.135614
aa_-15_R,0.135102,0.135102
sse_25_H,0.135095,0.135095
aa_-17_K,0.134718,0.134718
aa_26_K,-0.134637,0.134637
aa_-27_L,-0.134543,0.134543
flex_26,-0.134431,0.134431
aa_23_V,-0.134424,0.134424
aa_-1_R,-0.133619,0.133619
aa_26_V,0.133593,0.133593
aa_-10_Y,0.132874,0.132874
sse_trans_11,-0.132693,0.132693
aa_12_H,-0.131210,0.131210
aa_-9_M,-0.130142,0.130142
aa_-17_S,0.129646,0.129646
aa_-14_V,-0.129226,0.129226
aa_28_W,-0.128583,0.128583
aa_-5_A,-0.128148,0.128148
flex_16,0.128120,0.128120
aa_28_Q,0.128038,0.128038
aa_-5_L,-0.127282,0.127282
aa_-12_W,-0.127042,0.127042
aa_17_Q,0.126908,0.126908
aa_21_A,0.126567,0.126567
rsa_28,0.126196,0.126196
aa_25_N,0.126038,0.126038
aa_4_A,0.125416,0.125416
cnt_center_-27,0.125356,0.125356
aa_-24_V,0.124745,0.124745
aa_-18_C,0.124723,0.124723
sse_trans_-8,0.124371,0.124371
aa_-6_N,0.124242,0.124242
sse_-5_E,-0.123186,0.123186
aa_13_E,0.122273,0.122273
c8a_6,-0.122161,0.122161
aa_10_H,0.121935,0.121935
aa_-6_D,0.121910,0.121910
aa_-12_H,-0.121026,0.121026
aa_-16_T,-0.120857,0.120857
aa_7_R,0.120592,0.120592
sse_27_H,-0.120011,0.120011
aa_11_Q,-0.119942,0.119942
aa_-14_H,-0.119683,0.119683
aa_25_P,0.119575,0.119575
sse_15_C,0.118719,0.118719
aa_18_Q,0.118123,0.118123
aa_13_W,0.118024,0.118024
aa_-10_R,-0.117359,0.117359
aa_-9_H,-0.117316,0.117316
aa_27_R,-0.116415,0.116415
aa_3_A,-0.116095,0.116095
sse_-21_C,0.115938,0.115938
aa_21_P,0.115685,0.115685
sse_-25_H,0.115353,0.115353
aa_26_S,0.115296,0.115296
aa_15_F,0.114524,0.114524
c8a_-1,0.114447,0.114447
aa_0_C,0.113598,0.113598
aa_-14_M,0.113121,0.113121
aa_17_I,0.112520,0.112520
sse_-27_C,-0.112249,0.112249
aa_-22_S,-0.112204,0.112204
aa_-17_C,-0.111566,0.111566
aa_-21_P,0.111129,0.111129
aa_-23_F,0.111079,0.111079
aa_20_S,0.110467,0.110467
lrf_-4,0.110003,0.110003
aa_-10_T,0.109884,0.109884
aa_4_I,-0.109681,0.109681
aa_-15_H,0.109506,0.109506
aa_23_Y,-0.109232,0.109232
aa_11_Y,-0.108979,0.108979
aa_27_Q,-0.108685,0.108685
aa_21_S,0.108492,0.108492
sse_trans_-7,-0.108382,0.108382
aa_-22_M,0.108347,0.108347
aa_-27_P,-0.108346,0.108346
aa_-9_I,0.108307,0.108307
aa_-12_S,0.108232,0.108232
aa_-17_M,0.107378,0.107378
aa_4_G,0.106599,0.106599
flex_24,-0.106017,0.106017
charge_-19,0.105273,0.105273
aa_-7_K,0.104891,0.104891
aa_-8_W,0.104670,0.104670
sse_-4_H,-0.104104,0.104104
aa_4_R,0.104088,0.104088
aa_6_E,0.103851,0.103851
aa_-2_V,0.103193,0.103193
aa_-30_C,-0.102079,0.102079
aa_-16_K,-0.101541,0.101541
aa_5_Y,-0.100988,0.100988
aa_-23_S,0.100822,0.100822
aa_-6_V,-0.100689,0.100689
aa_-21_L,0.100294,0.100294
sse_26_C,-0.100090,0.100090
aa_13_I,-0.099711,0.099711
aa_-23_I,-0.099537,0.099537
aa_-13_N,-0.099323,0.099323
aa_16_Q,-0.098952,0.098952
aa_3_F,-0.098887,0.098887
sse_-24_E,-0.098637,0.098637
aa_6_A,0.098414,0.098414
aa_6_P,-0.098406,0.098406
aa_1_W,-0.098192,0.098192
cnt_center_30,-0.097876,0.097876
aa_-25_S,-0.097822,0.097822
aa_19_E,-0.097524,0.097524
aa_12_T,0.097190,0.097190
flex_5,-0.096799,0.096799
aa_-11_C,-0.096721,0.096721
aa_-13_F,0.096476,0.096476
sse_trans_6,0.096414,0.096414
aa_15_S,-0.096271,0.096271
aa_-10_F,-0.096172,0.096172
aa_25_I,-0.096149,0.096149
aa_19_P,-0.095342,0.095342
sse_trans_19,0.095209,0.095209
aa_29_I,0.095134,0.095134
aa_-28_Y,0.094394,0.094394
aa_24_V,0.094321,0.094321
aa_-11_I,0.094130,0.094130
aa_13_N,0.093793,0.093793
aa_22_Q,0.093571,0.093571
aa_-12_I,0.093280,0.093280
aa_-20_T,-0.093190,0.093190
aa_-4_K,-0.093064,0.093064
aa_-17_F,-0.092710,0.092710
aa_27_P,-0.092421,0.092421
aa_18_M,-0.092349,0.092349
aa_-17_W,0.092199,0.092199
aa_-14_L,-0.092166,0.092166
aa_21_Q,0.092007,0.092007
aa_-19_Q,0.091728,0.091728
aa_19_R,-0.091104,0.091104
aa_26_G,0.090610,0.090610
aa_-19_F,0.090103,0.090103
sse_trans_13,0.090084,0.090084
aa_23_T,-0.089415,0.089415
cnt_center_25,-0.089359,0.089359
aa_27_G,0.089308,0.089308
aa_-5_Y,-0.089304,0.089304
c8a_-12,0.089094,0.089094
charge_-1,-0.088912,0.088912
aa_-9_V,0.088893,0.088893
aa_-7_T,0.088757,0.088757
sse_20_C,-0.088596,0.088596
aa_21_V,-0.088311,0.088311
aa_-5_V,-0.088302,0.088302
aa_-23_V,-0.087575,0.087575
aa_-12_F,-0.086886,0.086886
aa_-1_L,-0.086807,0.086807
aa_24_W,0.086483,0.086483
aa_26_R,-0.086389,0.086389
aa_30_I,-0.086376,0.086376
aa_-11_M,-0.086352,0.086352
aa_-4_I,0.086313,0.086313
aa_5_S,-0.086234,0.086234
aa_-18_V,0.085853,0.085853
sse_-9_H,0.085834,0.085834
aa_-26_H,-0.085737,0.085737
sse_3_H,-0.085675,0.085675
aa_-26_T,-0.085112,0.085112
charge_-30,-0.084220,0.084220
aa_28_L,0.084061,0.084061
aa_-2_I,-0.083938,0.083938
aa_-18_S,-0.083708,0.083708
aa_18_K,0.083686,0.083686
aa_15_K,-0.083537,0.083537
sse_trans_16,-0.083382,0.083382
sse_25_C,-0.083330,0.083330
c8a_22,-0.083121,0.083121
aa_16_W,0.082785,0.082785
aa_5_Q,-0.082473,0.082473
rsa_24,0.082238,0.082238
aa_-21_N,0.081753,0.081753
aa_-30_V,-0.081442,0.081442
aa_25_Q,-0.080949,0.080949
aa_18_A,0.080792,0.080792
aa_11_S,-0.080590,0.080590
aa_-7_P,-0.079683,0.079683
aa_-5_P,-0.079625,0.079625
aa_-14_G,0.079607,0.079607
cnt_center_-18,-0.079435,0.079435
aa_4_C,-0.078116,0.078116
charge_24,-0.077170,0.077170
aa_-5_N,0.077046,0.077046
aa_5_C,-0.076603,0.076603
aa_-13_L,0.076409,0.076409
aa_-13_K,-0.076256,0.076256
aa_-14_W,0.075878,0.075878
aa_-25_E,0.075196,0.075196
aa_-15_S,-0.075045,0.075045
flex_-18,-0.074929,0.074929
aa_-29_M,-0.074687,0.074687
aa_-2_G,0.074606,0.074606
aa_-11_L,0.074227,0.074227
aa_27_I,-0.073917,0.073917
aa_-10_S,-0.073788,0.073788
rsa_-22,-0.073773,0.073773
aa_20_C,-0.073732,0.073732
aa_-18_E,-0.073711,0.073711
aa_-4_F,-0.073515,0.073515
sse_-11_C,-0.073487,0.073487
aa_18_G,-0.073358,0.073358
rsa_12,0.072464,0.072464
aa_23_I,-0.071876,0.071876
lrf_-24,0.071385,0.071385
aa_-24_P,0.071338,0.071338
aa_-29_H,-0.071106,0.071106
aa_-3_G,-0.070687,0.070687
aa_-25_I,-0.070653,0.070653
aa_9_W,-0.070306,0.070306
c8a_2,0.070191,0.070191
aa_-21_T,-0.070179,0.070179
aa_10_E,0.069951,0.069951
lrf_-10,-0.069927,0.069927
aa_-19_E,-0.069853,0.069853
aa_-28_S,-0.069645,0.069645
sse_5_E,-0.069510,0.069510
aa_9_T,0.069481,0.069481
aa_6_Y,-0.069452,0.069452
aa_10_S,-0.069389,0.069389
flex_-20,-0.069361,0.069361
aa_-27_M,-0.069339,0.069339
rsa_20,0.069244,0.069244
aa_5_P,-0.068970,0.068970
aa_-28_H,-0.068888,0.068888
aa_-25_F,-0.068865,0.068865
aa_-23_Q,0.068216,0.068216
sse_19_E,-0.068173,0.068173
aa_-20_Q,0.067860,0.067860
aa_-29_A,-0.067735,0.067735
aa_13_A,-0.067171,0.067171
sse_trans_-18,0.066997,0.066997
aa_-15_I,-0.066986,0.066986
aa_17_T,-0.066754,0.066754
aa_19_Y,-0.066561,0.066561
aa_-24_L,-0.066300,0.066300
aa_6_M,0.066210,0.066210
aa_2_C,-0.066058,0.066058
aa_-4_C,-0.065946,0.065946
aa_-15_L,-0.065838,0.065838
aa_21_N,0.065429,0.065429
aa_-2_R,-0.065232,0.065232
aa_-27_E,-0.064658,0.064658
aa_16_Y,-0.063775,0.063775
lrf_-27,0.063441,0.063441
aa_-24_Y,-0.063404,0.063404
aa_0_E,-0.063367,0.063367
sse_9_C,0.063046,0.063046
aa_-2_E,-0.063010,0.063010
aa_28_I,0.062995,0.062995
aa_8_E,-0.062273,0.062273
c8a_-3,0.062018,0.062018
aa_-17_D,0.061868,0.061868
c8a_-18,-0.061858,0.061858
sse_13_H,0.061844,0.061844
aa_-22_C,-0.061666,0.061666
aa_7_S,-0.061539,0.061539
charge_25,-0.061427,0.061427
c8a_26,-0.061067,0.061067
aa_5_F,0.060897,0.060897
aa_25_L,-0.060764,0.060764
aa_28_S,-0.060446,0.060446
aa_-2_P,-0.060366,0.060366
aa_-4_H,-0.060112,0.060112
aa_20_W,0.060067,0.060067
sse_trans_15,0.059947,0.059947
aa_7_N,0.059787,0.059787
aa_19_T,0.059779,0.059779
flex_1,-0.059271,0.059271
aa_18_Y,-0.059108,0.059108
aa_-29_T,0.059070,0.059070
aa_-18_F,-0.059010,0.059010
aa_-30_A,0.058970,0.058970
aa_10_K,0.058964,0.058964
aa_-20_F,0.058863,0.058863
aa_-14_S,0.058559,0.058559
aa_-9_Q,-0.058345,0.058345
flex_-17,0.058215,0.058215
aa_-29_Y,-0.058186,0.058186
sse_-8_E,0.057892,0.057892
aa_-30_Q,0.057815,0.057815
aa_-25_R,0.057559,0.057559
aa_-14_F,0.057232,0.057232
aa_-13_I,-0.057089,0.057089
aa_15_D,0.057061,0.057061
aa_28_D,-0.057046,0.057046
aa_11_V,0.057024,0.057024
aa_27_V,0.056570,0.056570
aa_-7_Q,-0.056479,0.056479
lrf_-26,-0.056356,0.056356
aa_20_K,-0.055992,0.055992
aa_-8_A,-0.055754,0.055754
aa_-29_P,0.055732,0.055732
aa_25_F,-0.055659,0.055659
aa_2_F,0.055584,0.055584
aa_17_D,-0.055187,0.055187
charge_11,-0.054817,0.054817
aa_25_R,0.054572,0.054572
aa_18_H,-0.054428,0.054428
c8a_4,0.054368,0.054368
aa_-19_H,0.054001,0.054001
aa_-1_E,0.053853,0.053853
charge_-23,-0.053773,0.053773
aa_-20_I,-0.053569,0.053569
sse_-21_H,-0.053211,0.053211
aa_-10_V,0.053159,0.053159
aa_6_K,0.053028,0.053028
cnt_center_19,-0.052822,0.052822
aa_26_T,0.052754,0.052754
aa_-13_G,0.052494,0.052494
aa_17_N,-0.052389,0.052389
aa_17_L,-0.052294,0.052294
sse_-14_C,-0.051923,0.051923
aa_7_W,-0.051915,0.051915
sse_-16_E,0.051839,0.051839
aa_-24_E,0.051717,0.051717
hydro_26,0.051514,0.051514
aa_-3_N,-0.051207,0.051207
aa_11_T,0.051132,0.051132
aa_-18_I,-0.051061,0.051061
aa_23_D,0.050530,0.050530
flex_25,0.050418,0.050418
aa_13_T,0.050399,0.050399
lrf_6,-0.050358,0.050358
aa_-9_L,-0.050280,0.050280
aa_-28_M,-0.050210,0.050210
rsa_-4,-0.049923,0.049923
aa_-11_Q,0.049785,0.049785
aa_12_L,-0.049632,0.049632
charge_-6,-0.049629,0.049629
aa_-17_Y,0.049206,0.049206
sse_9_E,0.049126,0.049126
aa_19_Q,-0.048303,0.048303
aa_8_Y,-0.048253,0.048253
aa_-29_I,0.048252,0.048252
lrf_-29,-0.048236,0.048236
aa_-3_A,0.048075,0.048075
c8a_-25,-0.048024,0.048024
flex_-6,0.047976,0.047976
aa_29_N,-0.047811,0.047811
aa_8_W,0.047811,0.047811
aa_-19_L,0.047549,0.047549
aa_18_C,-0.047549,0.047549
sse_trans_17,0.047513,0.047513
aa_-19_I,0.046910,0.046910
aa_3_W,-0.046881,0.046881
aa_-11_K,-0.046557,0.046557
cnt_center_-17,0.046442,0.046442
aa_-9_R,-0.046307,0.046307
cnt_center_18,0.046287,0.046287
aa_-8_N,-0.046028,0.046028
cnt_center_-30,-0.045707,0.045707
sse_trans_7,0.045616,0.045616
aa_21_C,-0.045416,0.045416
aa_-10_I,-0.045351,0.045351
lrf_7,0.045191,0.045191
cnt_center_-28,-0.045096,0.045096
aa_-16_W,-0.044969,0.044969
sse_-29_C,-0.044445,0.044445
aa_-23_E,-0.044440,0.044440
aa_-9_Y,-0.044291,0.044291
cnt_center_-26,0.044154,0.044154
aa_-11_V,-0.043924,0.043924
cnt_center_-6,0.043779,0.043779
lrf_-15,-0.043613,0.043613
charge_9,0.043490,0.043490
aa_3_I,-0.043484,0.043484
aa_-18_T,0.043289,0.043289
aa_6_W,-0.043287,0.043287
aa_-5_D,0.043255,0.043255
aa_10_F,0.043219,0.043219
aa_11_A,-0.043041,0.043041
aa_15_R,0.042538,0.042538
aa_-18_G,0.042405,0.042405
charge_-28,0.042378,0.042378
aa_29_V,-0.042129,0.042129
aa_2_E,-0.042119,0.042119
aa_-21_S,0.041883,0.041883
aa_18_I,0.041794,0.041794
aa_27_N,-0.041770,0.041770
aa_21_Y,-0.041523,0.041523
aa_0_T,-0.041260,0.041260
aa_4_M,0.041137,0.041137
aa_13_Y,-0.041036,0.041036
aa_-16_C,0.041008,0.041008
sse_trans_29,-0.040468,0.040468
sse_-22_C,0.040442,0.040442
aa_-6_P,-0.040298,0.040298
sse_11_E,0.040055,0.040055
aa_-23_P,-0.039837,0.039837
aa_6_F,-0.039816,0.039816
aa_9_E,0.039497,0.039497
sse_-3_E,0.039374,0.039374
sse_10_H,-0.039311,0.039311
aa_-26_R,-0.039151,0.039151
rsa_18,0.038823,0.038823
hydro_6,0.038689,0.038689
aa_11_R,-0.038509,0.038509
aa_29_K,0.038485,0.038485
aa_13_V,0.038374,0.038374
aa_11_P,0.038368,0.038368
sse_-3_C,0.038318,0.038318
c8a_10,-0.038013,0.038013
aa_-30_S,-0.038009,0.038009
aa_-2_M,-0.037964,0.037964
aa_6_T,-0.037917,0.037917
aa_-16_R,-0.037822,0.037822
aa_8_S,-0.037410,0.037410
aa_-9_P,0.037325,0.037325
hydro_5,0.037117,0.037117
aa_29_Q,0.037096,0.037096
aa_17_G,0.036846,0.036846
sse_-16_H,-0.036798,0.036798
aa_-20_A,-0.036789,0.036789
aa_14_M,0.036471,0.036471
rsa_-23,-0.036404,0.036404
sse_trans_-23,0.036271,0.036271
aa_-9_D,-0.036188,0.036188
aa_18_E,0.035976,0.035976
sse_-13_C,-0.035753,0.035753
aa_14_P,-0.035741,0.035741
aa_4_V,0.035710,0.035710
aa_-16_Y,-0.035631,0.035631
aa_-27_T,-0.035510,0.035510
aa_14_C,-0.035508,0.035508
sse_-17_H,-0.035480,0.035480
charge_-9,0.035445,0.035445
lrf_17,0.035394,0.035394
sse_8_H,-0.035228,0.035228
rsa_15,-0.035123,0.035123
aa_-7_I,-0.034996,0.034996
lrf_-23,-0.034146,0.034146
aa_16_S,0.034106,0.034106
aa_30_A,-0.034098,0.034098
aa_22_D,-0.033776,0.033776
cnt_center_11,-0.033530,0.033530
rsa_-26,0.033246,0.033246
aa_2_N,-0.033222,0.033222
aa_6_I,0.033189,0.033189
charge_4,0.032963,0.032963
aa_-6_K,-0.032659,0.032659
sse_trans_20,0.032554,0.032554
sse_18_C,-0.032416,0.032416
lrf_-19,0.032416,0.032416
cnt_center_-12,0.032316,0.032316
aa_25_C,-0.032315,0.032315
cnt_center_-23,-0.032297,0.032297
aa_28_M,-0.032195,0.032195
cnt_center_22,-0.032161,0.032161
hydro_29,-0.032152,0.032152
aa_-9_G,0.031730,0.031730
sse_-19_H,0.031421,0.031421
aa_12_Y,0.031211,0.031211
aa_16_F,0.031170,0.031170
aa_8_T,-0.031020,0.031020
sse_trans_22,-0.030806,0.030806
aa_8_D,0.030719,0.030719
cnt_center_-14,0.030636,0.030636
c8a_15,0.030484,0.030484
aa_27_F,0.030477,0.030477
aa_28_G,-0.030450,0.030450
aa_-15_K,-0.030242,0.030242
aa_3_Y,-0.030111,0.030111
aa_22_Y,-0.029952,0.029952
sse_trans_-29,0.029858,0.029858
aa_-4_L,0.029855,0.029855
aa_-7_E,0.029774,0.029774
sse_trans_28,0.029674,0.029674
charge_5,-0.029538,0.029538
aa_-8_Y,-0.029327,0.029327
aa_26_I,0.029208,0.029208
aa_-29_N,0.029111,0.029111
sse_19_H,0.028572,0.028572
aa_-16_P,0.028276,0.028276
sse_-18_C,-0.028162,0.028162
aa_25_S,-0.027870,0.027870
aa_27_E,0.027719,0.027719
lrf_-21,-0.027672,0.027672
hydro_-26,-0.027638,0.027638
aa_30_E,0.027551,0.027551
sse_trans_-3,-0.027460,0.027460
charge_-12,0.027414,0.027414
charge_30,0.027325,0.027325
aa_20_Q,0.027317,0.027317
aa_10_I,-0.027251,0.027251
aa_-21_Y,-0.027226,0.027226
aa_24_A,0.027022,0.027022
aa_27_A,-0.026958,0.026958
rsa_17,0.026868,0.026868
aa_-8_K,0.026844,0.026844
sse_30_C,-0.026812,0.026812
aa_-18_Q,0.026480,0.026480
aa_8_A,-0.026316,0.026316
aa_17_E,-0.026277,0.026277
aa_14_A,0.026123,0.026123
aa_13_F,0.026120,0.026120
aa_-15_A,0.026050,0.026050
aa_4_T,0.025961,0.025961
c8a_-6,-0.025700,0.025700
aa_7_I,0.025697,0.025697
aa_10_L,0.025645,0.025645
aa_0_I,0.025586,0.025586
aa_-13_A,0.025557,0.025557
aa_-7_N,0.025495,0.025495
aa_14_E,-0.025456,0.025456
c8a_-17,0.025258,0.025258
aa_-19_T,0.025164,0.025164
aa_9_I,0.024709,0.024709
c8a_28,-0.024650,0.024650
aa_-15_C,0.024485,0.024485
hydro_-25,-0.024399,0.024399
c8a_11,-0.024108,0.024108
aa_6_V,-0.024035,0.024035
aa_2_L,-0.024024,0.024024
aa_28_N,0.023749,0.023749
sse_16_H,-0.023636,0.023636
aa_-1_Y,0.023594,0.023594
aa_-28_T,0.023395,0.023395
aa_0_F,0.023372,0.023372
aa_15_P,0.023365,0.023365
aa_-6_A,-0.023294,0.023294
lrf_5,0.023094,0.023094
aa_16_P,0.022866,0.022866
aa_26_M,-0.022653,0.022653
cnt_center_17,0.022442,0.022442
aa_-25_G,-0.022353,0.022353
aa_-2_Y,-0.022262,0.022262
hydro_-10,0.022161,0.022161
aa_25_V,0.022055,0.022055
aa_-8_G,-0.022009,0.022009
aa_18_R,-0.021734,0.021734
aa_-26_G,0.021554,0.021554
c8a_25,-0.021525,0.021525
aa_20_F,-0.021453,0.021453
lrf_25,-0.021292,0.021292
sse_trans_-9,-0.021288,0.021288
sse_trans_-13,-0.021231,0.021231
c8a_-4,-0.021079,0.021079
sse_-15_C,-0.021043,0.021043
sse_7_C,0.020879,0.020879
aa_5_H,-0.020609,0.020609
aa_9_V,0.020471,0.020471
hydro_-1,0.020465,0.020465
rsa_-15,0.020332,0.020332
sse_trans_-14,-0.020316,0.020316
aa_8_K,0.020184,0.020184
hydro_8,0.020099,0.020099
aa_-21_C,-0.020074,0.020074
aa_-19_A,0.020048,0.020048
aa_20_E,-0.019909,0.019909
sse_10_E,0.019857,0.019857
aa_23_K,0.019777,0.019777
sse_23_C,-0.019735,0.019735
aa_-27_Y,-0.019709,0.019709
aa_-3_F,0.019607,0.019607
sse_trans_21,-0.019500,0.019500
aa_-12_G,-0.019386,0.019386
aa_-23_G,0.019303,0.019303
charge_12,-0.019118,0.019118
hydro_-18,-0.019076,0.019076
aa_-3_V,-0.019040,0.019040
aa_-2_K,0.019029,0.019029
sse_-26_E,0.018873,0.018873
aa_27_D,0.018681,0.018681
sse_8_C,0.018453,0.018453
hydro_4,0.018339,0.018339
hydro_-11,0.018297,0.018297
aa_-9_E,-0.018199,0.018199
aa_-21_R,-0.017959,0.017959
c8a_0,0.017930,0.017930
sse_22_C,0.017869,0.017869
rsa_27,-0.017849,0.017849
aa_20_H,-0.017832,0.017832
aa_20_T,0.017747,0.017747
sse_trans_-22,0.017746,0.017746
cnt_center_-16,-0.017710,0.017710
sse_trans_-25,-0.017686,0.017686
aa_12_M,0.017652,0.017652
sse_trans_23,0.017258,0.017258
aa_1_A,-0.017186,0.017186
sse_trans_8,0.017064,0.017064
aa_-3_L,0.016891,0.016891
aa_-20_W,0.016839,0.016839
aa_-25_M,-0.016738,0.016738
charge_27,-0.016632,0.016632
aa_-1_S,-0.016591,0.016591
aa_8_L,-0.016565,0.016565
aa_9_M,-0.016557,0.016557
aa_30_F,0.016523,0.016523
cnt_center_-29,0.016508,0.016508
aa_-5_Q,0.016225,0.016225
aa_8_P,0.016043,0.016043
aa_-19_S,-0.015946,0.015946
sse_14_E,0.015937,0.015937
lrf_27,0.015672,0.015672
aa_-20_G,-0.015543,0.015543
aa_-4_P,-0.015418,0.015418
aa_-11_Y,0.015319,0.015319
aa_-6_E,0.015228,0.015228
lrf_30,-0.015181,0.015181
aa_16_T,0.015092,0.015092
sse_trans_-19,0.014931,0.014931
rsa_-3,-0.014887,0.014887
aa_14_T,-0.014860,0.014860
sse_trans_9,0.014786,0.014786
rsa_-18,0.014332,0.014332
sse_17_E,-0.013951,0.013951
sse_4_E,0.013734,0.013734
aa_13_L,0.013591,0.013591
aa_-13_E,0.013475,0.013475
aa_11_D,-0.013273,0.013273
aa_17_A,0.012866,0.012866
aa_-12_Q,-0.012698,0.012698
aa_-19_N,0.012448,0.012448
aa_-26_V,-0.012405,0.012405
c8a_-27,-0.012250,0.012250
c8a_-28,0.012189,0.012189
aa_24_M,0.012114,0.012114
aa_-26_S,-0.012087,0.012087
aa_-5_G,-0.011959,0.011959
charge_23,0.011872,0.011872
aa_-22_A,0.011871,0.011871
aa_6_S,0.011775,0.011775
lrf_24,-0.011626,0.011626
charge_17,0.011537,0.011537
aa_27_L,-0.011478,0.011478
aa_20_L,-0.011339,0.011339
sse_-12_C,-0.011313,0.011313
aa_-16_N,0.011265,0.011265
aa_-27_V,0.011188,0.011188
aa_22_L,-0.011182,0.011182
aa_4_L,0.010628,0.010628
aa_22_E,0.010617,0.010617
aa_27_S,0.010388,0.010388
aa_-5_F,-0.010355,0.010355
aa_20_V,-0.010345,0.010345
aa_28_V,0.010302,0.010302
aa_-24_R,-0.010246,0.010246
cnt_center_26,0.010060,0.010060
aa_-22_K,0.010038,0.010038
aa_7_G,-0.010023,0.010023
hydro_25,-0.009891,0.009891
hydro_-8,0.009857,0.009857
aa_13_G,0.009817,0.009817
sse_-13_E,0.009722,0.009722
sse_21_C,-0.009469,0.009469
aa_-27_G,-0.009458,0.009458
aa_-22_H,0.009409,0.009409
aa_-28_Q,0.009172,0.009172
aa_-24_I,0.009152,0.009152
aa_-7_D,0.009147,0.009147
aa_10_D,-0.009081,0.009081
charge_-21,0.009066,0.009066
volume_6,-0.009018,0.009018
aa_13_Q,0.008891,0.008891
c8a_-22,0.008876,0.008876
charge_6,0.008810,0.008810
aa_-29_D,0.008547,0.008547
charge_13,-0.008513,0.008513
aa_26_E,0.008340,0.008340
rsa_-16,0.008318,0.008318
aa_19_H,0.008297,0.008297
aa_-21_Q,0.008224,0.008224
aa_20_G,0.008148,0.008148
aa_-16_V,-0.008030,0.008030
aa_-13_Y,-0.008029,0.008029
charge_-25,-0.007997,0.007997
aa_12_E,0.007993,0.007993
aa_-17_A,0.007825,0.007825
aa_-4_T,-0.007811,0.007811
aa_-30_T,-0.007719,0.007719
aa_5_T,-0.007687,0.007687
c8a_13,-0.007624,0.007624
sse_trans_-20,0.007514,0.007514
sse_-11_E,-0.007468,0.007468
aa_-13_V,0.007359,0.007359
aa_-15_M,0.007306,0.007306
aa_-1_A,0.007278,0.007278
sse_trans_27,0.007269,0.007269
aa_-18_W,0.007212,0.007212
aa_-24_K,0.007128,0.007128
aa_10_G,0.007115,0.007115
aa_15_Y,0.007094,0.007094
aa_14_S,-0.007035,0.007035
hydro_-6,-0.007014,0.007014
aa_11_K,-0.006716,0.006716
charge_28,-0.006620,0.006620
aa_26_A,0.006585,0.006585
aa_-4_S,0.006478,0.006478
aa_-15_G,0.006462,0.006462
charge_-7,-0.006372,0.006372
sse_14_C,-0.006120,0.006120
aa_29_F,-0.006032,0.006032
aa_25_K,0.005935,0.005935
sse_29_C,0.005915,0.005915
hydro_-20,0.005829,0.005829
sse_trans_5,0.005792,0.005792
aa_30_V,-0.005696,0.005696
sse_trans_-17,-0.005646,0.005646
hydro_2,0.005540,0.005540
c8a_-16,0.005532,0.005532
sse_11_H,-0.005510,0.005510
hydro_-5,-0.005332,0.005332
aa_2_W,0.005302,0.005302
aa_-22_I,-0.005165,0.005165
aa_19_L,-0.005101,0.005101
hydro_-29,-0.005037,0.005037
sse_trans_-28,0.005029,0.005029
aa_2_G,-0.005026,0.005026
aa_7_V,-0.005015,0.005015
flex_8,-0.004990,0.004990
sse_trans_-2,0.004899,0.004899
rsa_-20,-0.004877,0.004877
aa_-10_H,-0.004871,0.004871
aa_-3_D,0.004739,0.004739
dist_cterm,-0.004722,0.004722
cnt_center_14,0.004705,0.004705
charge_-17,-0.004704,0.004704
hydro_21,0.004582,0.004582
aa_-12_L,0.004393,0.004393
aa_4_H,-0.004104,0.004104
aa_-23_L,-0.003939,0.003939
sse_22_H,-0.003823,0.003823
aa_-23_T,0.003822,0.003822
c8a_-10,-0.003820,0.003820
aa_-10_A,0.003695,0.003695
sse_trans_-12,-0.003681,0.003681
rsa_22,0.003659,0.003659
charge_-15,-0.003643,0.003643
aa_11_F,-0.003622,0.003622
sse_trans_30,0.003620,0.003620
aa_-22_N,0.003482,0.003482
cnt_center_-11,0.003466,0.003466
volume_9,0.003444,0.003444
sse_21_E,-0.003408,0.003408
c8a_-9,-0.003341,0.003341
c8a_14,0.003270,0.003270
aa_26_L,-0.003248,0.003248
rsa_-19,0.003225,0.003225
lrf_12,0.003181,0.003181
aa_11_I,0.003150,0.003150
c8a_5,-0.003107,0.003107
aa_13_R,-0.002962,0.002962
aa_25_A,0.002892,0.002892
c8a_19,-0.002859,0.002859
aa_9_R,-0.002804,0.002804
c8a_12,-0.002797,0.002797
aa_30_R,0.002714,0.002714
aa_-7_S,0.002624,0.002624
hydro_-2,0.002623,0.002623
aa_-26_I,-0.002603,0.002603
c8a_23,0.002585,0.002585
hydro_11,0.002422,0.002422
volume_-6,-0.002350,0.002350
aa_22_R,-0.002287,0.002287
c8a_3,0.002276,0.002276
charge_-20,-0.002271,0.002271
volume_29,0.002109,0.002109
aa_10_P,0.002108,0.002108
hydro_18,0.002100,0.002100
aa_-6_L,-0.002069,0.002069
hydro_12,-0.002044,0.002044
hydro_-13,0.002024,0.002024
c8a_-13,-0.002007,0.002007
sse_5_H,0.001979,0.001979
aa_-6_I,0.001963,0.001963
hydro_20,-0.001900,0.001900
c8a_-21,-0.001798,0.001798
hydro_-23,-0.001738,0.001738
c8a_-11,-0.001734,0.001734
n_sse_segments,0.001732,0.001732
volume_-7,-0.001711,0.001711
c8a_20,-0.001680,0.001680
c8a_-29,0.001644,0.001644
hydro_13,0.001617,0.001617
c8a_-15,-0.001614,0.001614
hydro_22,0.001538,0.001538
c8a_-23,-0.001456,0.001456
