protein,target_layer,target_head,source_layer,source_head,source_group,upstream_mode,alpha_star,indirect_metric,indirect_drop,indirect_fraction_of_total_drop,pass_c_attn_diff_l1,pass_c_q_norm,pass_c_k_norm,pass_c_ctx_norm,target_total_attn_diff_l1
2B61A,17,5,10,9,,free,0.25,0.5733981132507324,0.00039637088775634766,0.0016357181817455082,9.052393913269043,175.9402618408203,141.3939666748047,74.2212142944336,64.0061264038086
2B61A,17,5,11,1,,free,0.25,0.5732617974281311,0.000532686710357666,0.0021982576526706175,9.247976303100586,175.93711853027344,141.5523223876953,74.02777862548828,64.0061264038086
2B61A,17,5,11,6,,free,0.25,0.5732923150062561,0.000502169132232666,0.002072319651309159,11.59785270690918,176.11526489257812,141.94073486328125,74.3477783203125,64.0061264038086
2B61A,17,5,11,16,,free,0.25,0.5736413598060608,0.00015312433242797852,0.0006319037607374752,13.303581237792969,176.1267852783203,142.32424926757812,74.66753387451172,64.0061264038086
2B61A,17,5,12,3,,free,0.25,0.572956383228302,0.0008381009101867676,0.0034586215569208404,18.201454162597656,174.96054077148438,141.91500854492188,74.42311096191406,64.0061264038086
2B61A,17,5,13,8,,free,0.25,0.5724040865898132,0.0013903975486755371,0.005737804214372552,22.892452239990234,176.01702880859375,143.0284881591797,75.40652465820312,64.0061264038086
2B61A,17,5,13,18,,free,0.25,0.5722687244415283,0.0015257596969604492,0.006296408122755115,25.056652069091797,176.1459197998047,143.61917114257812,75.8105239868164,64.0061264038086
2B61A,17,5,14,0,,free,0.25,0.5727635025978088,0.0010309815406799316,0.004254589081150685,33.86368942260742,176.12356567382812,142.989990234375,75.94258880615234,64.0061264038086
2B61A,17,5,14,9,,free,0.25,0.571714460849762,0.0020800232887268066,0.008583707877950826,35.30339431762695,176.1004180908203,143.41433715820312,76.11498260498047,64.0061264038086
2B61A,17,5,14,13,,free,0.25,0.5729576349258423,0.0008368492126464844,0.0034534561310837495,33.774391174316406,176.32666015625,143.27928161621094,76.29166412353516,64.0061264038086
2B61A,17,5,14,14,,free,0.25,0.5729239583015442,0.0008705258369445801,0.00359243068336739,36.026397705078125,176.24327087402344,143.07553100585938,76.29843139648438,64.0061264038086
2B61A,17,5,14,19,,free,0.25,0.5727560520172119,0.0010384321212768555,0.004285335663514322,35.49378967285156,176.40438842773438,142.8870086669922,76.64258575439453,64.0061264038086
2B61A,17,5,15,2,,free,0.25,0.5694414377212524,0.004353046417236328,0.017963875225449316,44.367549896240234,175.8273162841797,144.5037078857422,76.47937774658203,64.0061264038086
2B61A,17,5,16,7,,free,0.25,0.5662875175476074,0.007506966590881348,0.030979272498965378,65.96427917480469,175.22299194335938,142.76177978515625,75.6893539428711,64.0061264038086
2B61A,17,5,16,15,,free,0.25,0.5683552622795105,0.0054392218589782715,0.022446234988749824,53.88218688964844,174.9268341064453,143.08282470703125,76.15532684326172,64.0061264038086
2B61A,17,5,16,17,,free,0.25,0.5687617063522339,0.005032777786254883,0.02076894742764868,49.98860168457031,175.2418212890625,142.81114196777344,76.0474624633789,64.0061264038086
2B61A,17,18,10,9,,free,0.25,0.5729265213012695,0.0008679628372192383,0.003581853859034299,13.152352333068848,236.59588623046875,233.20458984375,73.0064926147461,71.58836364746094
2B61A,17,18,11,1,,free,0.25,0.5720086097717285,0.001785874366760254,0.007369832806234423,15.893058776855469,236.55975341796875,233.383544921875,73.23519897460938,71.58836364746094
2B61A,17,18,11,6,,free,0.25,0.573884904384613,-9.042024612426758e-05,-0.0003731405235651031,16.576894760131836,236.8441925048828,233.44285583496094,73.45096588134766,71.58836364746094
2B61A,17,18,11,16,,free,0.25,0.5728066563606262,0.0009878277778625488,0.004076504876100497,19.578622817993164,237.11758422851562,233.63522338867188,73.49483489990234,71.58836364746094
2B61A,17,18,12,3,,free,0.25,0.5688059329986572,0.004988551139831543,0.02058643571473813,26.89731216430664,236.67018127441406,233.292236328125,73.12589263916016,71.58836364746094
2B61A,17,18,13,8,,free,0.25,0.5702844858169556,0.003509998321533203,0.014484837937839019,34.43935775756836,238.38934326171875,234.12001037597656,74.56062316894531,71.58836364746094
2B61A,17,18,13,18,,free,0.25,0.5690924525260925,0.00470203161239624,0.01940404514336209,35.63864517211914,238.95159912109375,234.33639526367188,75.0538101196289,71.58836364746094
2B61A,17,18,14,0,,free,0.25,0.5669801235198975,0.006814360618591309,0.028121070202441648,42.94597244262695,240.69659423828125,234.99951171875,75.3249740600586,71.58836364746094
2B61A,17,18,14,9,,free,0.25,0.565492570400238,0.008301913738250732,0.03425980985083603,46.95761489868164,241.0884552001953,235.26669311523438,75.43184661865234,71.58836364746094
2B61A,17,18,14,13,,free,0.25,0.566748321056366,0.007046163082122803,0.029077657872939134,43.71800994873047,240.2868194580078,234.67422485351562,75.35791015625,71.58836364746094
2B61A,17,18,14,14,,free,0.25,0.5671736001968384,0.006620883941650391,0.027322642951622712,44.000267028808594,240.71853637695312,234.66824340820312,75.28900146484375,71.58836364746094
2B61A,17,18,14,19,,free,0.25,0.565918505191803,0.007875978946685791,0.03250208923027161,44.814727783203125,240.64517211914062,234.77378845214844,75.04629516601562,71.58836364746094
