protein,target_layer,target_head,source_layer,source_head,source_group,alpha_star,indirect_metric,indirect_drop,indirect_fraction_of_total_drop,pass_c_attn_diff_l1,pass_c_q_norm,pass_c_k_norm,pass_c_ctx_norm,target_total_attn_diff_l1
1PVGA,29,18,13,2,INTRA,0.25,0.5920959711074829,3.415346145629883e-05,0.0001363615432366638,12.517093658447266,173.9618377685547,184.47914123535156,87.44506072998047,57.52206802368164
1PVGA,29,18,17,10,INTRA,0.25,0.5916106104850769,0.0005195140838623047,0.0020742185180641563,12.316587448120117,173.98486328125,184.44692993164062,87.44937896728516,57.52206802368164
1PVGA,29,18,14,4,CROSS,0.25,0.592287003993988,-0.00015687942504882812,-0.0006263587814989513,12.510395050048828,174.0467071533203,184.4725341796875,87.50138854980469,57.52206802368164
1PVGA,29,18,15,8,CROSS,0.25,0.5922015309333801,-7.140636444091797e-05,-0.0002850979560166199,12.343255043029785,174.00680541992188,184.4579620361328,87.53116607666016,57.52206802368164
1PVGA,29,18,11,14,ANCHOR,0.25,0.5921744704246521,-4.4345855712890625e-05,-0.0001770558257732598,13.618973731994629,174.09629821777344,184.35752868652344,87.46939849853516,57.52206802368164
1PVGA,29,18,11,16,ANCHOR,0.25,0.5921590328216553,-2.8908252716064453e-05,-0.00011541945631724597,14.036136627197266,173.9401092529297,184.229736328125,87.43450164794922,57.52206802368164
1PVGA,29,18,12,10,ANCHOR,0.25,0.5923953056335449,-0.0002651810646057129,-0.0010587652807328397,12.116119384765625,173.991943359375,184.42364501953125,87.48316192626953,57.52206802368164
1PVGA,29,18,12,15,ANCHOR,0.25,0.59208083152771,4.929304122924805e-05,0.00019680802139043795,13.070928573608398,173.9845428466797,184.40188598632812,87.49346923828125,57.52206802368164
1PVGA,29,18,13,18,ANCHOR,0.25,0.5919787287712097,0.0001513957977294922,0.0006044647815377417,12.200033187866211,173.8995819091797,184.4549560546875,87.40312194824219,57.52206802368164
1PVGA,29,18,14,9,ANCHOR,0.25,0.5921322703361511,-2.1457672119140625e-06,-8.567217376125473e-06,12.791122436523438,173.98574829101562,184.4311981201172,87.51448059082031,57.52206802368164
1PVGA,29,18,17,18,ANCHOR,0.25,0.5922408699989319,-0.00011074542999267578,-0.0004421636079122536,12.42905330657959,173.97805786132812,184.45326232910156,87.51048278808594,57.52206802368164
1PVGA,29,18,12,8,OTHER,0.25,0.5924279093742371,-0.00029778480529785156,-0.0011889393891978573,12.31384563446045,173.9962158203125,184.48875427246094,87.48468780517578,57.52206802368164
1PVGA,29,18,13,17,OTHER,0.25,0.5920591950416565,7.092952728271484e-05,0.0002831941299330365,12.439583778381348,174.0811767578125,184.49539184570312,87.52555847167969,57.52206802368164
1PVGA,29,18,14,0,OTHER,0.25,0.5922418832778931,-0.00011175870895385742,-0.00044620923833986844,12.651815414428711,173.96482849121094,184.43292236328125,87.49607849121094,57.52206802368164
1PVGA,29,18,14,3,OTHER,0.25,0.5921348333358765,-4.708766937255859e-06,-1.8800282575386456e-05,12.366190910339355,174.00103759765625,184.45159912109375,87.51153564453125,57.52206802368164
1PVGA,29,18,16,7,OTHER,0.25,0.5922918319702148,-0.00016170740127563477,-0.0006456350205952336,12.721110343933105,173.9902801513672,184.46694946289062,87.5262222290039,57.52206802368164
1PVGA,29,18,16,14,OTHER,0.25,0.5922639966011047,-0.00013387203216552734,-0.0005344991729660504,12.283577919006348,174.04202270507812,184.51475524902344,87.4714126586914,57.52206802368164
1PVGA,29,18,20,3,OTHER,0.25,0.5921708941459656,-4.076957702636719e-05,-0.000162777130146384,12.435356140136719,174.0017547607422,184.4750518798828,87.46722412109375,57.52206802368164
1PVGA,29,18,21,13,OTHER,0.25,0.592633068561554,-0.0005029439926147461,-0.002008060561659632,12.494088172912598,173.9775390625,184.43600463867188,87.52784729003906,57.52206802368164
1PVGA,29,18,24,18,OTHER,0.25,0.592271625995636,-0.00014150142669677734,-0.0005649603903033854,12.314469337463379,174.00892639160156,184.4722137451172,87.43025207519531,57.52206802368164
1PVGA,32,13,13,2,INTRA,0.25,0.5912781953811646,0.0008519291877746582,0.0034014232765822608,14.459142684936523,172.90603637695312,175.07894897460938,105.05555725097656,59.21650695800781
1PVGA,32,13,17,10,INTRA,0.25,0.5910696387290955,0.00106048583984375,0.004234109209889567,13.915389060974121,172.91282653808594,175.08746337890625,105.1238784790039,59.21650695800781
1PVGA,32,13,14,4,CROSS,0.25,0.591468334197998,0.0006617903709411621,0.0026422726257533647,14.103205680847168,172.92901611328125,175.09765625,104.97322845458984,59.21650695800781
1PVGA,32,13,15,8,CROSS,0.25,0.5913366675376892,0.00079345703125,0.003167966603082842,14.241843223571777,172.91961669921875,175.09451293945312,105.01175689697266,59.21650695800781
1PVGA,32,13,11,14,ANCHOR,0.25,0.5909538269042969,0.001176297664642334,0.004696500969939895,14.71682357788086,172.97792053222656,175.17124938964844,105.48974609375,59.21650695800781
1PVGA,32,13,11,16,ANCHOR,0.25,0.5906102657318115,0.0015198588371276855,0.006068207663161762,17.598115921020508,172.7987518310547,175.02056884765625,104.51988220214844,59.21650695800781
1PVGA,32,13,12,10,ANCHOR,0.25,0.5916942954063416,0.00043582916259765625,0.0017400970403952628,14.102298736572266,172.9169158935547,175.05120849609375,105.17683410644531,59.21650695800781
1PVGA,32,13,12,15,ANCHOR,0.25,0.5915185213088989,0.0006116032600402832,0.0024418949304562078,14.529318809509277,172.8980255126953,175.10011291503906,105.0045394897461,59.21650695800781
1PVGA,32,13,13,18,ANCHOR,0.25,0.591353714466095,0.0007764101028442383,0.0030999048205947338,13.410512924194336,172.9295196533203,175.11248779296875,105.34209442138672,59.21650695800781
1PVGA,32,13,14,9,ANCHOR,0.25,0.591356635093689,0.0007734894752502441,0.0030882438858327852,14.7139892578125,172.92642211914062,175.08753967285156,105.04876708984375,59.21650695800781
1PVGA,32,13,17,18,ANCHOR,0.25,0.5913626551628113,0.0007674694061279297,0.0030642080815275444,14.07801628112793,172.94947814941406,175.1017608642578,105.16704559326172,59.21650695800781
1PVGA,32,13,12,8,OTHER,0.25,0.5913224816322327,0.000807642936706543,0.003224605429069449,14.000553131103516,172.96112060546875,175.07188415527344,105.12574005126953,59.21650695800781
1PVGA,32,13,13,17,OTHER,0.25,0.5913384556770325,0.0007916688919067383,0.003160827255269404,14.192116737365723,172.93080139160156,175.10385131835938,105.1357650756836,59.21650695800781
1PVGA,32,13,14,0,OTHER,0.25,0.5910795331001282,0.0010505914688110352,0.004194604818655211,14.160179138183594,172.9189453125,175.10708618164062,105.0351791381836,59.21650695800781
1PVGA,32,13,14,3,OTHER,0.25,0.591315746307373,0.0008143782615661621,0.0032514969725000653,13.998756408691406,172.95965576171875,175.1011962890625,105.2278060913086,59.21650695800781
1PVGA,32,13,16,7,OTHER,0.25,0.591387152671814,0.0007429718971252441,0.002966399016483445,14.406654357910156,172.90367126464844,175.09747314453125,105.13585662841797,59.21650695800781
1PVGA,32,13,16,14,OTHER,0.25,0.5914825797080994,0.0006475448608398438,0.0025853958215063095,14.193679809570312,172.91709899902344,175.09512329101562,105.16755676269531,59.21650695800781
1PVGA,32,13,20,3,OTHER,0.25,0.5913431644439697,0.0007869601249694824,0.0031420269726940174,14.328801155090332,172.9225311279297,175.0892791748047,105.02598571777344,59.21650695800781
1PVGA,32,13,21,13,OTHER,0.25,0.5917429327964783,0.0003871917724609375,0.0015459067798697522,14.209443092346191,172.89724731445312,175.06442260742188,105.04792785644531,59.21650695800781
1PVGA,32,13,24,18,OTHER,0.25,0.5913248062133789,0.0008053183555603027,0.0032153242769119798,14.038434028625488,172.93304443359375,175.10763549804688,104.98799133300781,59.21650695800781
1PVGA,32,18,13,2,INTRA,0.25,0.5883773565292358,0.003752768039703369,0.014983349256062109,20.182117462158203,178.61903381347656,219.0297393798828,208.82806396484375,68.26904296875
1PVGA,32,18,17,10,INTRA,0.25,0.5877784490585327,0.004351675510406494,0.01737455481704291,19.212081909179688,178.56195068359375,219.05093383789062,208.76333618164062,68.26904296875
1PVGA,32,18,14,4,CROSS,0.25,0.5880486965179443,0.004081428050994873,0.016295561384171993,19.527835845947266,178.5509796142578,219.01382446289062,208.7113494873047,68.26904296875
1PVGA,32,18,15,8,CROSS,0.25,0.5880548357963562,0.004075288772583008,0.016271049623345857,19.376604080200195,178.53965759277344,218.99559020996094,208.6981201171875,68.26904296875
1PVGA,32,18,11,14,ANCHOR,0.25,0.58770751953125,0.004422605037689209,0.017657748946975946,20.786968231201172,178.67372131347656,219.09432983398438,208.4295196533203,68.26904296875
1PVGA,32,18,11,16,ANCHOR,0.25,0.5876791477203369,0.004450976848602295,0.01777102659894916,26.877426147460938,178.49717712402344,218.7163848876953,208.43069458007812,68.26904296875
1PVGA,32,18,12,10,ANCHOR,0.25,0.5895358324050903,0.002594292163848877,0.010358003785996146,19.25302505493164,178.63729858398438,219.06251525878906,208.85958862304688,68.26904296875
1PVGA,32,18,12,15,ANCHOR,0.25,0.5882665514945984,0.0038635730743408203,0.015425750842234812,19.674636840820312,178.5853271484375,219.05084228515625,208.66122436523438,68.26904296875
1PVGA,32,18,13,18,ANCHOR,0.25,0.5881815552711487,0.003948569297790527,0.01576510784163356,18.657344818115234,178.59169006347656,219.10997009277344,208.80209350585938,68.26904296875
1PVGA,32,18,14,9,ANCHOR,0.25,0.5881112217903137,0.004018902778625488,0.016045922188962117,20.66360855102539,178.6127166748047,219.02008056640625,208.8310546875,68.26904296875
1PVGA,32,18,17,18,ANCHOR,0.25,0.5880963206291199,0.004033803939819336,0.0161054167540741,19.433124542236328,178.615966796875,219.07090759277344,209.0499725341797,68.26904296875
1PVGA,32,18,12,8,OTHER,0.25,0.5883175134658813,0.0038126111030578613,0.015222279429551832,19.890953063964844,178.59970092773438,219.0526123046875,208.88037109375,68.26904296875
1PVGA,32,18,13,17,OTHER,0.25,0.5880226492881775,0.004107475280761719,0.01639955788398774,19.61697006225586,178.58705139160156,219.07809448242188,208.84628295898438,68.26904296875
1PVGA,32,18,14,0,OTHER,0.25,0.5882666110992432,0.003863513469696045,0.015425512863974363,19.351497650146484,178.57855224609375,219.03314208984375,208.67889404296875,68.26904296875
1PVGA,32,18,14,3,OTHER,0.25,0.5883083939552307,0.003821730613708496,0.015258690103400365,19.380706787109375,178.60983276367188,219.04542541503906,208.80755615234375,68.26904296875
1PVGA,32,18,16,7,OTHER,0.25,0.5881423950195312,0.003987729549407959,0.01592145955874785,20.349767684936523,178.5398406982422,219.03915405273438,208.76321411132812,68.26904296875
1PVGA,32,18,16,14,OTHER,0.25,0.5882565975189209,0.0038735270500183105,0.015465493211729615,19.69913673400879,178.5657196044922,219.05154418945312,208.70791625976562,68.26904296875
1PVGA,32,18,20,3,OTHER,0.25,0.5881698727607727,0.003960251808166504,0.015811751580681353,19.68355369567871,178.57164001464844,219.03280639648438,208.8332061767578,68.26904296875
1PVGA,32,18,21,13,OTHER,0.25,0.5885379314422607,0.003592193126678467,0.014342235822415386,19.320783615112305,178.5750732421875,219.0216827392578,208.75189208984375,68.26904296875
1PVGA,32,18,24,18,OTHER,0.25,0.5882150530815125,0.003915071487426758,0.015631364059261823,18.847135543823242,178.61973571777344,219.16346740722656,208.81594848632812,68.26904296875
